City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
359,Tura,IN,25.52,90.22,57.24,74,61,3.94,broken clouds
360,Port-Cartier,CA,50.03,-66.87,34.75,70,100,18.54,overcast clouds
361,Belaya Gora,RU,68.53,146.42,-21.73,99,100,3.62,overcast clouds
362,Privolzhsk,RU,57.38,41.29,24.08,97,91,7.07,overcast clouds
363,Naze,JP,28.37,129.48,53.13,65,100,20.74,overcast clouds
364,Harindanga,IN,22.04,88.32,60.78,43,31,5.97,scattered clouds
365,Regeneracao,BR,-6.24,-42.69,86.83,46,57,4.9,broken clouds
366,Patos,BR,-7.02,-37.28,88.47,42,81,21.07,broken clouds
367,Samana,DO,19.21,-69.34,82.62,78,20,9.22,few clouds
368,Richards Bay,ZA,-28.78,32.04,65.03,68,100,9.28,overcast clouds
369,Beloha,MG,-25.17,45.05,73.24,92,83,6.08,broken clouds
370,Port Hawkesbury,CA,45.62,-61.35,42.91,85,90,11.99,overcast clouds
371,Cuichapa,MX,18.77,-96.87,78.98,63,14,4.36,few clouds
372,Pitimbu,BR,-7.47,-34.81,82.99,76,22,12.01,few clouds
373,Marystown,CA,47.17,-55.15,40.86,100,100,8.99,overcast clouds
374,Katsuura,JP,35.13,140.30,39.18,50,99,17.27,overcast clouds
375,Shestakovo,RU,56.49,103.96,15.51,93,100,9.44,light snow
376,Yulara,AU,-25.24,130.99,78.64,31,60,9.22,broken clouds
377,Benguela,AO,-12.58,13.41,74.88,80,16,2.39,few clouds
378,Fare,PF,-16.70,-151.02,81.45,67,30,14.99,scattered clouds
379,Khandyga,RU,62.67,135.60,-51.3,100,57,2.06,broken clouds
380,Bahia De Caraquez,EC,-0.60,-80.42,77.18,82,96,10.76,overcast clouds
381,Zemetchino,RU,53.50,42.62,30.29,99,100,4.45,overcast clouds
382,Sechura,PE,-5.56,-80.82,78.49,60,60,17.29,broken clouds
383,Manzhouli,CN,49.60,117.43,-3.39,87,97,9.15,overcast clouds
384,Bodden Town,KY,19.28,-81.25,84.99,75,20,8.99,few clouds
385,Kungurtug,RU,50.60,97.52,2.17,93,100,1.59,overcast clouds
386,Buba,GW,11.58,-15.00,78.57,38,55,4.43,broken clouds
387,Barinitas,VE,8.76,-70.41,81.88,68,99,2.35,overcast clouds
388,Pimenta Bueno,BR,-11.67,-61.19,76.32,93,100,1.66,light rain
389,Chupa,RU,66.27,33.05,11.75,97,100,3.0,overcast clouds
390,Weihai,CN,37.50,122.11,28.47,69,72,16.96,broken clouds
391,Carauari,BR,-4.88,-66.90,77.27,88,100,2.06,moderate rain
392,Zhezkazgan,KZ,47.80,67.71,15.85,91,82,4.05,broken clouds
393,Laguna,US,38.42,-121.42,57.87,79,20,1.01,few clouds
394,Koslan,RU,63.46,48.90,-3.69,100,78,3.13,broken clouds
395,Bidor,MY,4.11,101.29,76.98,99,100,2.24,heavy intensity rain
396,Harlingen,US,26.19,-97.70,83.34,53,75,21.85,broken clouds
397,Erzin,TR,36.96,36.20,48.72,88,100,1.1,light rain
398,Ajdabiya,LY,30.76,20.23,57.56,70,6,8.21,clear sky
399,Pacific Grove,US,36.62,-121.92,59.41,64,0,5.01,clear sky
400,Winnipeg,CA,49.88,-97.15,10.02,76,90,4.61,light snow
401,Andahuaylas,PE,-13.66,-73.39,66.22,54,87,7.78,overcast clouds
402,Great Falls,US,47.50,-111.30,7.41,66,1,3.44,clear sky
403,Iqaluit,CA,63.75,-68.51,29.93,86,90,25.01,light snow
404,Balykshi,KZ,47.07,51.87,33.8,93,90,6.71,light rain
405,Kahului,US,20.89,-156.47,81.97,80,20,6.91,few clouds
406,Panlaitan,PH,12.12,119.85,81.25,80,100,28.32,overcast clouds
407,Ancud,CL,-41.87,-73.82,63.43,80,98,11.79,overcast clouds
408,Nadvoitsy,RU,63.87,34.32,9.25,99,92,5.59,overcast clouds
409,San Patricio,US,28.02,-97.52,82.81,66,100,16.91,overcast clouds
410,Tabuk,PH,17.42,121.44,71.92,96,100,10.36,overcast clouds
411,Orocue,CO,4.79,-71.34,88.92,48,100,8.21,overcast clouds
412,Dhidhdhoo,MV,6.88,73.10,81.99,74,32,7.92,scattered clouds
413,Sorland,NO,67.67,12.69,44.67,83,100,28.61,overcast clouds
414,Praia Da Vitoria,PT,38.73,-27.07,57.76,76,20,2.98,few clouds
415,Mahajanga,MG,-15.72,46.32,82.42,83,20,3.44,light rain
416,Guarapari,BR,-20.67,-40.50,80.89,89,100,4.12,overcast clouds
417,Alyangula,AU,-13.85,136.42,78.67,100,40,0.0,scattered clouds
418,Lingyuan,CN,41.24,119.40,14.52,27,100,6.53,overcast clouds
419,Byron Bay,AU,-28.65,153.62,75.15,76,94,3.18,overcast clouds
420,Jinchang,CN,38.50,102.17,21.9,38,0,6.31,clear sky
421,Luganville,VU,-15.53,167.17,80.74,71,69,9.1,broken clouds
422,Saint-Augustin,CA,51.23,-58.65,32.65,99,100,12.53,snow
423,Larsnes,NO,62.20,5.58,50.0,93,100,13.62,light rain
424,Artyom,AZ,40.47,50.33,44.74,86,76,16.13,broken clouds
425,Wakkanai,JP,45.41,141.67,19.65,84,98,24.25,snow
426,Clyde River,CA,70.47,-68.59,-7.37,77,90,14.97,light snow
427,Dauphin,CA,51.15,-100.05,-3.86,71,75,4.61,light snow
428,Indianola,US,41.36,-93.56,39.69,59,95,12.46,overcast clouds
429,Margate,GB,51.38,1.39,47.17,91,100,1.99,overcast clouds
430,Gidole,ET,5.65,37.37,63.66,43,85,4.38,overcast clouds
431,Yarega,RU,63.44,53.58,8.38,97,99,4.5,overcast clouds
432,Kidal,ML,18.44,1.41,70.83,18,6,11.18,clear sky
433,Poddorye,RU,57.47,31.12,30.42,93,100,5.93,overcast clouds
434,Port Blair,IN,11.67,92.75,75.4,79,47,8.99,scattered clouds
435,Akureyri,IS,65.68,-18.09,40.93,75,75,9.22,light intensity drizzle
436,Dali,CN,25.70,100.18,40.15,64,79,2.91,broken clouds
437,Nioki,CD,-2.72,17.68,71.67,91,22,3.42,few clouds
438,Novoagansk,RU,61.94,76.66,-3.42,98,84,7.76,broken clouds
439,Axim,GH,4.87,-2.24,80.37,82,18,7.76,few clouds
440,Kota Kinabalu,MY,5.97,116.07,78.78,94,20,3.44,few clouds
441,Karratha,AU,-20.74,116.85,80.76,43,5,12.71,light rain
442,Sinop,TR,41.77,34.87,37.58,86,47,7.67,scattered clouds
443,Sao Joao Da Barra,BR,-21.64,-41.05,75.29,93,100,11.16,overcast clouds
444,Omsukchan,RU,62.53,155.80,-32.26,98,93,3.4,overcast clouds
445,Quebrangulo,BR,-9.32,-36.47,76.68,72,67,13.51,broken clouds
446,Areia Branca,BR,-4.96,-37.14,88.0,76,10,22.91,clear sky
447,Cape Coast,GH,5.11,-1.25,81.34,84,62,8.81,broken clouds
448,Woodstock,CA,43.13,-80.75,37.2,76,29,9.57,scattered clouds
449,Goderich,CA,43.75,-81.72,32.32,74,48,11.5,scattered clouds
450,Tacuarembo,UY,-31.73,-55.98,82.26,41,6,16.37,clear sky
451,Hudson Bay,CA,52.85,-102.38,1.26,89,100,1.54,overcast clouds
452,Dingle,PH,11.00,122.67,74.05,90,97,1.05,overcast clouds
453,Cockburn Town,TC,21.46,-71.14,79.38,74,0,24.32,clear sky
454,Trincomalee,LK,8.57,81.23,79.47,83,100,13.78,overcast clouds
455,Santa Fe,AR,-31.63,-60.70,92.01,24,31,4.0,scattered clouds
456,Campo Largo,BR,-25.46,-49.53,73.0,78,38,8.81,scattered clouds
457,Ayan,RU,56.45,138.17,-7.4,70,100,10.09,overcast clouds
458,Montreal,CA,45.51,-73.59,39.15,58,40,3.44,scattered clouds
459,Nador,MA,35.17,-2.93,59.25,77,90,9.22,overcast clouds
460,Mangai,CD,-4.05,19.53,68.81,98,43,1.07,scattered clouds
461,Luanda,AO,-8.84,13.23,76.37,87,98,3.29,overcast clouds
462,Stepnyak,KZ,52.83,70.78,28.02,91,100,14.63,overcast clouds
463,Padang,ID,-0.95,100.35,73.45,94,100,4.61,light rain
464,East London,ZA,-33.02,27.91,62.1,74,100,14.32,light rain
465,Alta Floresta,BR,-9.88,-56.09,75.74,94,100,4.65,moderate rain
466,Raudeberg,NO,61.99,5.14,49.19,96,100,8.01,overcast clouds
467,Grafton,US,42.21,-71.69,54.55,27,1,3.0,clear sky
468,Dwarka,IN,22.24,68.97,69.06,38,2,17.74,clear sky
469,Davila,PH,18.47,120.58,76.98,88,100,36.91,overcast clouds
470,Koindu,GN,8.44,-10.33,75.78,55,14,1.77,few clouds
471,Hasaki,JP,35.73,140.83,36.0,43,75,22.26,broken clouds
472,Batagay,RU,67.63,134.63,-35.77,96,100,1.45,overcast clouds
473,Jishou,CN,28.32,109.72,41.43,44,74,4.38,broken clouds
474,Nogliki,RU,51.83,143.17,-10.19,97,100,10.31,overcast clouds
475,Pangai,TO,-19.80,-174.35,84.31,70,20,11.5,few clouds
476,Villanueva,HN,15.32,-88.00,83.03,58,92,4.97,overcast clouds
477,Pochutla,MX,15.74,-96.47,87.62,47,0,8.3,clear sky
478,Vanavara,RU,60.34,102.28,-18.04,99,100,3.0,overcast clouds
479,Bima,ID,-8.47,118.72,78.31,93,34,1.1,scattered clouds
480,Komsomolskiy,UZ,40.43,71.72,26.02,33,0,1.25,clear sky
481,Yeppoon,AU,-23.13,150.73,76.78,62,69,15.79,broken clouds
482,Yangshan,CN,28.76,115.03,35.15,59,40,4.25,scattered clouds
483,Nikolayevsk-Na-Amure,RU,53.14,140.73,-10.01,94,100,5.5,overcast clouds
484,Requena,ES,39.49,-1.10,47.14,83,94,5.88,overcast clouds
485,Auki,SB,-8.77,160.70,77.77,89,100,2.84,overcast clouds
486,Pontes E Lacerda,BR,-15.23,-59.34,74.89,95,100,0.87,overcast clouds
487,Zhanaozen,KZ,43.30,52.80,44.28,54,100,14.2,overcast clouds
488,Dasoguz,TM,41.84,59.97,28.51,86,100,6.91,mist
489,Gwadar,PK,25.12,62.33,68.79,52,0,0.96,clear sky
490,Southbridge,US,42.08,-72.03,54.66,29,78,1.99,broken clouds
491,Nandu,CN,22.85,110.82,49.51,61,17,5.06,few clouds
492,Belmopan,BZ,17.25,-88.77,79.88,79,26,5.99,scattered clouds
493,Port Augusta,AU,-32.50,137.77,70.7,70,5,19.89,clear sky
494,Palauig,PH,15.44,119.90,80.22,76,100,8.5,light rain
495,Te Anau,NZ,-45.42,167.72,55.58,54,54,6.17,broken clouds
496,Suez,EG,29.97,32.53,54.99,61,11,6.49,few clouds
497,Khandbari,NP,27.37,87.20,50.32,53,28,4.47,scattered clouds
498,Kabanjahe,ID,3.10,98.49,59.76,99,100,2.71,moderate rain
499,Betong,TH,5.77,101.07,72.05,99,100,2.71,overcast clouds
500,Aulnoye-Aymeries,FR,50.20,3.84,45.21,94,6,9.73,clear sky
501,Bani Walid,LY,31.76,13.99,50.97,75,4,8.48,clear sky
502,Hurricane,US,37.18,-113.29,47.7,44,0,4.21,clear sky
503,Palmer,US,42.16,-72.33,54.95,29,40,9.22,scattered clouds
504,Sao Jose Da Coroa Grande,BR,-8.90,-35.15,79.32,79,27,10.31,scattered clouds
505,Manta,EC,-0.95,-80.73,76.78,83,75,10.36,broken clouds
506,Tandil,AR,-37.32,-59.13,87.31,33,85,3.0,overcast clouds
507,Isabela,PH,6.71,121.97,77.05,89,98,6.55,overcast clouds
508,Peterhead,GB,57.51,-1.80,42.12,88,0,6.91,clear sky
509,Riyadh,SA,24.69,46.72,64.54,34,100,13.78,overcast clouds
510,Marawi,PH,8.00,124.29,65.64,87,100,3.62,overcast clouds
511,Berlevag,NO,70.86,29.09,30.15,80,75,32.21,light snow
512,Ambilobe,MG,-13.20,49.05,74.91,88,22,2.82,few clouds
513,Wanning,CN,18.80,110.40,69.48,78,100,15.41,overcast clouds
514,Murgab,TM,37.50,61.97,42.67,45,96,9.22,haze
515,Beira,MZ,-19.84,34.84,75.6,88,100,12.24,light rain
516,Merauke,ID,-8.47,140.33,78.94,87,100,8.52,heavy intensity rain
517,Priargunsk,RU,50.37,119.10,-23.22,100,98,0.89,overcast clouds
518,Tuatapere,NZ,-46.13,167.68,52.83,61,67,12.82,broken clouds
519,Saquarema,BR,-22.92,-42.51,77.02,90,25,8.28,scattered clouds
520,Waddan,LY,29.16,16.14,51.57,64,0,4.92,clear sky
521,Tartagal,AR,-22.52,-63.80,92.37,29,57,5.41,broken clouds
522,Fukue,JP,32.69,128.84,41.94,65,99,24.99,overcast clouds
523,Dalby,AU,-27.18,151.27,72.3,72,0,10.07,clear sky
524,Balkhash,KZ,46.84,74.98,26.64,88,97,8.95,overcast clouds
525,Ulladulla,AU,-35.35,150.47,76.1,71,61,7.76,broken clouds
526,Port Hardy,CA,50.70,-127.42,39.76,81,90,19.57,light rain
527,Havelock,US,34.88,-76.90,71.06,85,20,1.99,few clouds
528,Marolambo,MG,-20.05,48.12,70.32,90,82,1.97,broken clouds
529,Liberal,US,37.04,-100.92,54.63,20,1,19.57,clear sky
530,La Ligua,CL,-32.45,-71.23,74.98,48,0,9.73,clear sky
531,Podporozhye,RU,60.91,34.17,7.38,99,78,1.12,broken clouds
532,Nanortalik,GL,60.14,-45.24,19.18,65,1,4.16,clear sky
533,Paamiut,GL,61.99,-49.67,10.96,71,0,10.45,clear sky
534,Pietarsaari,FI,63.65,22.68,34.9,92,100,12.41,overcast clouds
535,Gamba,GA,-2.65,10.00,76.03,92,100,5.32,overcast clouds
536,Cairns,AU,-16.92,145.77,82.94,75,40,8.05,scattered clouds
537,Wyndham,US,37.70,-77.61,70.9,66,75,4.61,broken clouds
538,Khalilabad,IN,26.77,83.07,57.42,45,0,10.89,clear sky
539,Kavaratti,IN,10.57,72.64,82.02,72,3,10.45,clear sky
540,Puerto Rico,AR,-26.80,-55.02,95.34,20,1,7.27,clear sky
541,Saurimo,AO,-9.66,20.39,64.96,96,100,2.55,overcast clouds
542,Vesyegonsk,RU,58.66,37.26,25.25,94,96,4.9,overcast clouds
543,Puerto Leguizamo,CO,-0.19,-74.78,78.53,94,100,1.5,overcast clouds
544,Iracoubo,GF,5.48,-53.20,79.03,86,34,7.61,scattered clouds
545,Gold Coast,AU,-28.00,153.43,77.38,85,40,1.01,scattered clouds
546,Ixtapa,MX,20.70,-105.20,81.63,57,20,8.05,few clouds
547,Aripuana,BR,-9.17,-60.63,75.85,97,100,2.73,overcast clouds
548,Luleburgaz,TR,41.40,27.36,38.57,86,100,7.07,overcast clouds
549,Concordia,AR,-31.39,-58.02,88.79,37,16,8.99,few clouds
550,Camocim,BR,-2.90,-40.84,81.48,77,5,17.27,clear sky
551,Zomin,UZ,39.96,68.40,39.04,28,2,5.17,clear sky
552,Lagoa,PT,39.05,-27.98,58.73,51,100,8.68,overcast clouds
553,Levelland,US,33.59,-102.38,63.45,19,100,14.0,overcast clouds
554,Marsa Matruh,EG,31.35,27.25,56.93,64,13,17.16,light rain
555,Lagdo,CM,9.05,13.73,75.27,25,82,5.5,broken clouds
556,La Palma,US,33.85,-118.05,70.9,43,1,4.0,clear sky
557,Nishihara,JP,26.18,127.76,60.08,63,90,18.41,overcast clouds
558,Muravlenko,RU,63.79,74.52,-26.1,99,58,10.65,broken clouds
559,Grakhovo,RU,56.05,51.97,29.16,97,98,2.77,overcast clouds
560,Yuksekova,TR,37.57,44.29,27.23,98,98,3.8,overcast clouds
